side,price,quantity,pnl,fee,hour,day_of_week,minute,price_change,price_volatility,price_sma_5,price_sma_20,volume_change,volume_sma,price_momentum_5,price_momentum_20,price_high_10,price_low_10,price_position,is_long,is_short,notional_value,net_result,is_profitable,is_loss,is_breakeven,fee_ratio,fee_to_pnl_ratio,rolling_pnl_5,rolling_pnl_20,rolling_winrate_10,rolling_winrate_50,win_streak,loss_streak,position_size_zscore
BUY,117700.3,0.008496155,0.0,0.4,14,2,24,0.0,139.62040960292347,117659.51999999999,117536.665,0.0,0.008509044599999998,0.003090225903524663,-0.0007332748264298103,117740.0,117337.7,0.9013174248073657,1,0,999.9999923465,-0.4,0,1,0,0.00040000000306140006,inf,-3.7797650000000003,-15.186116499999999,0.0,0.06,0,22,0.39821148775250936
SELL,117700.3,0.008496155,0.0,0.4,14,2,24,0.0,138.28649648836787,117683.88,117542.025,0.0,0.008507875,0.001035903672865387,0.0009116181136477998,117740.0,117337.7,0.9013174248073657,0,1,999.9999923465,-0.4,0,1,0,0.00040000000306140006,inf,-2.7470485,-13.3983967,0.0,0.06,0,23,0.39821187323060947
SELL,117700.3,0.008496155,0.0,0.4,14,2,24,0.0,137.4784108300838,117708.24000000002,117547.38500000001,0.0,0.0085061166,0.001035903672865387,0.0009116181136477998,117740.0,117337.7,0.9013174248073657,0,1,999.9999923465,-0.4,0,1,0,0.00040000000306140006,inf,-1.714332,-11.6106769,0.0,0.06,0,24,0.3982122587088653
BUY,117569.0,0.008496155,-1.1155452,0.0,14,2,31,-0.0011155451600378674,129.32875808028783,117674.04000000001,117546.18000000001,0.0,0.0085043582,-0.0014523526414132835,-0.00020494399756453244,117740.0,117337.7,0.57494407158837,1,0,998.884447195,-1.1155452,0,1,0,0.0,0.0,-1.1155452,-11.086967999999999,0.0,0.06,0,25,-0.31305689494450256
BUY,117569.0,0.008496155,-1.1155452,0.0,14,2,31,0.0,119.47292998803191,117647.78,117544.975,0.0,0.0085025998,-0.0011155451600378496,-0.00020494399756453244,117740.0,117337.7,0.57494407158837,1,0,998.884447195,-1.1155452,0,1,0,0.0,0.0,-2.2310904,-10.5632591,0.0,0.06,0,26,-0.2884746873734507
BUY,117718.9,0.008494813,0.0,0.4,14,2,39,0.0012749959598192806,71.50017016250123,117651.5,117553.995,-0.0001579538038088968,0.0085007072,0.0001580284842093968,0.0015348162516962032,117740.0,117569.0,0.8766081871344689,1,0,1000.0000420657,-0.4,0,1,0,0.0003999999831737207,inf,-2.2310904,-10.5632591,0.0,0.06,0,27,0.4645141611013011
SELL,117718.9,0.008494813,0.0,0.4,14,2,39,0.0,68.41621396474298,117655.22,117563.01499999998,0.0,0.0084988146,0.0001580284842093968,0.0015348162516962032,117740.0,117569.0,0.8766081871344689,0,1,1000.0000420657,-0.4,0,1,0,0.0003999999831737207,inf,-2.2310904,-10.5632591,0.0,0.04,0,28,0.522650312554616
SELL,117825.9,0.008496155,-1.0671171,0.0,14,2,42,0.0009089449527646121,76.12967664852044,117680.34,117577.38499999998,0.0001579787571543978,0.0084970562,0.0010671170761671063,0.0024451562679461978,117825.9,117569.0,1.0,0,1,1001.0671094145,-1.0671171,0,1,0,0.0,0.0,-3.2982074999999997,-11.630376199999999,0.0,0.04,0,29,1.339245299841452
SELL,117825.9,0.008496155,-1.0671171,0.0,14,2,42,0.0,86.0590598235967,117731.72,117591.755,0.0,0.0084958866,0.002185099813726358,0.0024451562679461978,117825.9,117569.0,1.0,0,1,1001.0671094145,-1.0671171,0,1,0,0.0,0.0,-3.2497793999999995,-12.6974933,0.0,0.04,0,30,1.3044256522969264
SELL,117839.9,0.008494813,-1.0278723,0.0,14,2,42,0.00011881937672453269,96.30649222348157,117785.9,117613.75,-0.0001579538038088968,0.008495752399999999,0.002304178822648778,0.003747018739352591,117839.9,117569.0,1.0,0,1,1001.0279144387,-1.0278723,0,1,0,0.0,0.0,-3.1621065,-12.547028300000001,0.0,0.04,0,31,1.244957278966005
BUY,117599.9,0.008494813,-1.0108827,0.0,14,2,42,-0.002036661606128365,103.208440653692,117762.1,117623.745,0.0,0.0084956182,-0.0010108827044765115,0.0017027257240203933,117839.9,117569.0,0.11406423034328107,1,0,998.9891593187,-1.0108827,0,1,0,0.0,0.0,-4.1729892,-12.3795737,0.0,0.04,0,32,-0.18018389480898583
BUY,117702.4,0.008496003,0.0,0.4,14,2,54,0.000871599380611654,103.19588116215394,117758.8,117638.86499999999,0.00014008548510724417,0.008495603000000001,-0.00014016440860388605,0.0025758091993185192,117839.9,117569.0,0.4924326319675048,1,0,999.9999435072,-0.4,0,1,0,0.0004000000225971213,inf,-4.1729892,-11.2012364,0.0,0.04,0,33,0.5350048588764591
SELL,117702.4,0.008496003,0.0,0.4,14,2,54,0.0,103.1828452578244,117734.1,117651.125,0.0,0.0084955878,-0.0010481566446765948,0.0020875689187210074,117839.9,117569.0,0.4924326319675048,0,1,999.9999435072,-0.4,0,1,0,0.0004000000225971213,inf,-3.1058721,-11.2012364,0.0,0.04,0,34,0.519034733225903
SELL,117702.4,0.008496003,0.0,0.4,14,2,54,0.0,91.26226188514761,117709.4,117663.38499999998,0.0,0.008495572600000001,-0.0010481566446765948,0.0020875689187210074,117839.9,117569.0,0.4924326319675048,0,1,999.9999435072,-0.4,0,1,0,0.0004000000225971213,inf,-2.038755,-11.2012364,0.0,0.04,0,35,0.5027931740226763
SELL,117702.4,0.008496003,0.0,0.4,14,2,54,0.0,74.93626921856526,117681.9,117675.64499999999,0.0,0.008495557400000001,-0.0011668373785110138,0.0020875689187210074,117839.9,117599.9,0.4270833333333333,0,1,999.9999435072,-0.4,0,1,0,0.0004000000225971213,inf,-1.0108827,-11.2012364,0.0,0.04,0,36,0.5027930930033946
BUY,117577.0,0.008496003,-1.0653988,0.0,15,2,5,-0.0010653988363873435,90.01114066821535,117677.31999999999,117687.61000000002,0.0,0.008495676399999999,-0.00019472805674149537,0.0020394127377646137,117839.9,117577.0,0.0,1,0,998.9345447310001,-1.0653988,0,1,0,0.0,0.0,-1.0653988,-11.2492434,0.0,0.04,0,37,-0.2331860863832697
BUY,117682.2,0.008497462,0.0,0.4,15,2,9,0.0008947328133903643,90.7926232928218,117673.27999999998,117692.795,0.00017172781130136983,0.0084959413,-0.0001716192702952284,0.0008819639645002878,117839.9,117577.0,0.4001521491061218,1,0,1000.0000225764,-0.4,0,1,0,0.0003999999909694402,inf,-1.0653988,-10.2165269,0.0,0.02,0,38,0.5159316686566506
BUY,117682.2,0.008497462,0.0,0.4,15,2,9,0.0,82.4625578331676,117669.23999999999,117697.98000000001,0.0,0.008496072,-0.0001716192702952284,0.0008819639645002878,117839.9,117577.0,0.4001521491061218,1,0,1000.0000225764,-0.4,0,1,0,0.0003999999909694402,inf,-1.0653988,-9.183810399999999,0.0,0.02,0,39,0.48682568530736664
BUY,117682.2,0.008497462,0.0,0.4,15,2,9,0.0,69.98545880670459,117665.2,117695.09,0.0,0.0084962027,-0.0001716192702952284,-0.0004909121793783158,117839.9,117577.0,0.4001521491061218,1,0,1000.0000225764,-0.4,0,1,0,0.0003999999909694402,inf,-1.0653988,-7.4694784,0.0,0.02,0,40,0.45755123866528763
BUY,117401.4,0.008497462,-2.3860874,0.0,15,2,14,-0.0023860872757307527,96.20897682727903,117605.0,117680.14499999999,0.0,0.008496467600000002,-0.002557297047468871,-0.0025395007489361432,117702.4,117401.4,0.0,1,0,997.6139352468,-2.3860874,0,1,0,0.0,0.0,-3.4514862,-9.8555658,0.0,0.02,0,41,-1.2459261876034105
BUY,117401.4,0.008497462,-2.3860874,0.0,15,2,14,0.0,122.95296300226185,117569.88,117665.2,0.0,0.008496732500000001,-0.0014934893729216243,-0.0025395007489361432,117702.4,117401.4,0.0,1,0,997.6139352468,-2.3860874,0,1,0,0.0,0.0,-4.7721748,-12.2416532,0.0,0.02,0,42,-1.20866458643812
BUY,117401.4,0.008497462,-2.3860874,0.0,15,2,14,0.0,137.50158786931468,117513.72,117650.255,0.0,0.008496878400000001,-0.002386087275730764,-0.0025395007489361432,117702.4,117401.4,0.0,1,0,997.6139352468,-2.3860874,0,1,0,0.0,0.0,-7.1582622,-14.6277406,0.0,0.02,0,43,-1.1610533686577162
BUY,117446.6,0.008514508,0.0,0.4,15,2,24,0.0003850039266994898,138.77928759932163,117466.6,117637.56999999999,0.0020060107359114454,0.0084987289,-0.002002002002001928,-0.0021554745399968997,117702.4,117401.4,0.1501661129568493,1,0,1000.0000152728,-0.4,0,1,0,0.0003999999938908801,inf,-7.1582622,-14.6277406,0.0,0.02,0,44,0.5099791821934205
SELL,117796.24,0.008514508,2.9770126,0.40119082,15,2,39,0.002977012531652612,151.47488733531029,117489.40800000001,117648.93199999999,0.0,0.0085005794,0.0009690505446023965,0.0019328224276808107,117796.24,117401.4,1.0,0,1,1002.9770278499201,2.57582178,1,0,0,0.0004000000088337337,0.13476288948189202,-4.1812496,-10.535182800000001,0.1,0.04,1,0,2.4014584711176683
BUY,117738.2,0.00849342,0.0,0.4,15,2,39,-0.0004927152173958005,155.1386917278336,117556.768,117657.39199999999,-0.0024767138629737673,0.0085003211,0.00286879032106945,0.0014391548792623658,117796.24,117401.4,0.853003748353747,1,0,999.9999826439999,-0.4,0,1,0,0.0004000000069424002,inf,-1.7951622,-9.419637600000001,0.1,0.04,0,1,0.40808836659082526
BUY,117738.2,0.00849342,0.0,0.4,15,2,39,0.0,162.87241681732738,117624.128,117658.357,0.0,0.0085000628,0.00286879032106945,0.0001639498840033581,117796.24,117401.4,0.853003748353747,1,0,999.9999826439999,-0.4,0,1,0,0.0004000000069424002,inf,0.5909252,-9.419637600000001,0.1,0.04,0,2,0.3746300743650445
BUY,117738.2,0.00849342,0.0,0.4,15,2,39,0.0,167.03664582602187,117691.48799999998,117659.322,0.0,0.0084996586,0.00286879032106945,0.0001639498840033581,117796.24,117401.4,0.853003748353747,1,0,999.9999826439999,-0.4,0,1,0,0.0004000000069424002,inf,2.9770126,-9.419637600000001,0.1,0.04,0,3,0.37463091146487726
BUY,117610.9,0.00849342,-1.0812124,0.0,15,2,40,-0.0010812123847655508,164.7678841546668,117724.348,117648.572,0.0,0.0084992544,0.001398933643034267,-0.001824726142554396,117796.24,117401.4,0.5305946712592294,1,0,998.9187702779999,-1.0812124,0,1,0,0.0,0.0,1.8958002,-9.433732899999999,0.1,0.04,0,4,-0.40209551857659354
BUY,117610.9,0.00849342,-1.0812124,0.0,15,2,40,0.0,162.1193984688902,117687.27999999998,117637.82199999997,0.0,0.008498850200000001,-0.0015733948723661388,-0.001824726142554396,117796.24,117401.4,0.5305946712592294,1,0,998.9187702779999,-1.0812124,0,1,0,0.0,0.0,-2.1624248,-9.4478282,0.1,0.02,0,5,-0.43200599267045714
BUY,117610.9,0.00849342,-1.0812124,0.0,15,2,40,0.0,148.21755153200596,117661.81999999999,117626.372,0.0,0.008498446000000002,-0.001081212384765547,-0.0019433146158474338,117796.24,117401.4,0.5305946712592294,1,0,998.9187702779999,-1.0812124,0,1,0,0.0,0.0,-3.2436372,-9.5011683,0.1,0.02,0,6,-0.4636297239960642
BUY,117445.3,0.008514602,0.0,0.4,15,2,54,-0.0014080327588683605,141.8909514926056,117603.23999999999,117618.64199999999,0.0024939305956845903,0.00850016,-0.0024877227611768667,-0.0013146269682201368,117796.24,117401.4,0.11118427717558378,1,0,999.9999862706,-0.4,0,1,0,0.0004000000054917601,inf,-3.2436372,-8.4902856,0.1,0.02,0,7,0.3330800803083433
BUY,117445.3,0.008514602,0.0,0.4,15,2,54,0.0,135.11037991184153,117544.66,117605.78700000001,0.0,0.008501874,-0.0024877227611768667,-0.0021843224946984196,117796.24,117445.3,0.0,1,0,999.9999862706,-0.4,0,1,0,0.0004000000054917601,inf,-3.2436372,-8.4902856,0.1,0.02,0,8,0.3084292026983742
BUY,117445.3,0.008514602,0.0,0.4,15,2,54,0.0,135.2942005159699,117511.54,117592.932,0.0,0.008501883399999998,-0.001408032758868364,-0.0021843224946984196,117796.24,117445.3,0.0,1,0,999.9999862706,-0.4,0,1,0,0.0004000000054917601,inf,-2.1624248,-8.4902856,0.1,0.02,0,9,0.2834980976317806
SELL,117739.02,0.008514602,2.5009089,0.40100035,15,2,59,0.0025009089337759693,127.9249812973233,117537.16400000002,117594.763,0.0,0.008501892799999999,0.0010893548132019219,0.0003111236474363301,117739.02,117445.3,1.0,0,1,1002.5008951700399,2.0999085500000003,1,0,0,0.00039999999195211095,0.16034184611842517,1.4196965000000001,-5.989376700000001,0.1,0.04,1,0,2.295713091249151
SELL,117739.02,0.008514602,0.0,0.40100035,15,2,59,0.0,128.01493690594054,117562.78799999999,117596.594,0.0,0.008504011,0.0010893548132019219,0.0003111236474363301,117739.02,117445.3,1.0,0,1,1002.5008951700399,-0.40100035,0,1,0,0.00039999999195211095,inf,2.5009089,-5.989376700000001,0.1,0.04,0,1,2.341752638781963
SELL,117739.02,0.008514602,0.0,0.40100035,15,2,59,0.0,128.1047710271602,117621.532,117604.69499999999,0.0,0.0085061292,0.002500908933775989,0.0013779905933984033,117739.02,117445.3,1.0,0,1,1002.5008951700399,-0.40100035,0,1,0,0.00039999999195211095,inf,2.5009089,-4.923977900000001,0.1,0.04,0,2,2.180028484675223
SELL,117822.0,0.008496003,-1.016122,0.0,16,2,9,0.0007047790953245148,139.48481145483376,117696.872,117611.68500000001,-0.0021843651646898943,0.0085063875,0.003207450617436348,0.0011879451607804997,117822.0,117445.3,1.0,0,1,1001.016065466,-1.016122,0,1,0,0.0,0.0,1.4847869000000002,-5.9400999,0.1,0.04,0,3,0.8798496687772661
SELL,117822.0,0.008496003,-1.016122,0.0,16,2,9,0.0,153.13232383913945,117772.21200000001,117618.675,0.0,0.0085066458,0.003207450617436348,0.0011879451607804997,117822.0,117445.3,1.0,0,1,1001.016065466,-1.016122,0,1,0,0.0,0.0,0.4686649000000003,-6.9562219,0.1,0.04,0,4,0.8559312241868491
SELL,117822.0,0.008496003,-1.016122,0.0,16,2,9,0.0,162.6428941780243,117788.808,117625.66500000001,0.0,0.0085069041,0.000704779095324523,0.0011879451607804997,117822.0,117445.3,1.0,0,1,1001.016065466,-1.016122,0,1,0,0.0,0.0,-3.0483659999999997,-7.9723439,0.1,0.04,0,5,0.832671391178322
BUY,117816.2,0.008487797,0.0,0.4,16,2,9,-4.9226799748836036e-05,168.20000285357833,117804.24399999999,117646.40499999998,-0.0009658659489645283,0.008506341800000001,0.0006555176015563321,0.003533177628205481,117822.0,117445.3,0.9846031324661456,1,0,999.9999889114,-0.4,0,1,0,0.00040000000443544004,inf,-3.0483659999999997,-5.5862565,0.1,0.04,0,6,-0.0405008475617729
SELL,117816.2,0.008487797,0.0,0.4,16,2,9,0.0,149.71182274979736,117819.67999999998,117667.14499999999,0.0,0.0085036613,0.0006555176015563321,0.003533177628205481,117822.0,117445.3,0.9846031324661456,0,1,999.9999889114,-0.4,0,1,0,0.00040000000443544004,inf,-3.0483659999999997,-3.2001691,0.1,0.04,0,7,-0.061187271780930766
BUY,117684.3,0.008487797,-1.1195405,0.0,16,2,10,-0.0011195404367141393,116.20637811892767,117792.13999999998,117681.29,0.0,0.0085009808,-0.0011687121250699962,0.0024096816562665245,117822.0,117445.3,0.6344571276878201,1,0,998.8804484871,-1.1195405,0,1,0,0.0,0.0,-3.1517844999999998,-1.9336221999999998,0.1,0.04,0,8,-1.0240789790442986
SELL,117862.8,0.008514602,-1.0539374,0.0,16,2,21,0.001516769866498846,56.34606940821587,117800.3,117702.1,0.003158063276018419,0.0085009808,0.0003462850740948457,0.003543738175477171,117862.8,117684.3,1.0,0,1,1003.5548326055999,-1.0539374,0,1,0,0.0,0.0,-3.1895999,-2.9875596,0.1,0.04,0,9,2.6993081021441805
SELL,117862.8,0.008514602,-1.0539374,0.0,16,2,21,0.0,58.37570959819761,117808.45999999999,117705.428,0.0,0.008500980799999999,0.0003462850740948457,0.000565043502237403,117862.8,117684.3,1.0,0,1,1003.5548326055999,-1.0539374,0,1,0,0.0,0.0,-3.2274152999999997,-7.0185096,0.0,0.04,0,10,2.469809277947083
SELL,117961.8,0.008487797,-1.2358233,0.0,16,2,21,0.0008399596819352873,73.6174292164191,117837.58,117716.60800000001,-0.003148121309721752,0.0084983003,0.0012358232569035991,0.001899128744961328,117961.8,117684.3,1.0,0,1,1001.2358121546,-1.2358233,0,1,0,0.0,0.0,-4.4632385999999995,-8.2543329,0.0,0.04,0,11,0.7328513937296437
BUY,117822.1,0.008487372,0.0,0.4,16,2,24,-0.0011842816911915577,67.80742011177942,117838.76000000001,117720.80299999999,-5.007188555528064e-05,0.0084955773,5.0078002855369055e-05,0.0007125979503679241,117961.8,117684.3,0.49657657657658705,1,0,999.9999925212,-0.4,0,1,0,0.00040000000299152003,inf,-4.4632385999999995,-8.2543329,0.0,0.04,0,12,-0.19267264232559703
BUY,117822.1,0.008487372,0.0,0.4,16,2,24,0.0,67.80624438627237,117866.32000000002,117724.99799999999,0.0,0.0084947142,0.0011709293423167143,0.0007125979503679241,117961.8,117684.3,0.49657657657658705,1,0,999.9999925212,-0.4,0,1,0,0.00040000000299152003,inf,-3.3436981,-8.2543329,0.0,0.04,0,13,-0.17790321835506628
BUY,117822.1,0.008487372,0.0,0.4,16,2,24,0.0,67.80506700169401,117858.18000000001,117735.558,0.0,0.0084938511,-0.00034531675812891845,0.0017957519243540492,117961.8,117684.3,0.49657657657658705,1,0,999.9999925212,-0.4,0,1,0,0.00040000000299152003,inf,-2.2897607000000004,-7.1731205,0.0,0.04,0,14,-0.16308278203095752
SELL,117822.1,0.008487372,0.0,0.4,16,2,24,0.0,67.80388795795795,117850.04,117746.11799999999,0.0,0.008492988,-0.00034531675812891845,0.0017957519243540492,117961.8,117684.3,0.49657657657658705,0,1,999.9999925212,-0.4,0,1,0,0.00040000000299152003,inf,-1.2358233,-6.0919080999999995,0.0,0.04,0,15,-0.13927574861195124
BUY,117703.6,0.008487372,-1.0057536,0.0,16,2,29,-0.0010057535895218184,78.68788485027969,117798.4,117750.753,0.0,0.008492945499999998,-0.0021888441851514394,0.0007881922508884095,117961.8,117684.3,0.06954954954956004,1,0,998.9942389392,-1.0057536,0,1,0,0.0,0.0,-1.0057536,-6.0164493,0.0,0.04,0,16,-0.877834952281409
BUY,117703.6,0.008487372,-1.0057536,0.0,16,2,29,0.0,86.62822288367909,117774.7,117763.66800000002,0.0,0.008492903,-0.0010057535895218299,0.0021993217267953923,117961.8,117684.3,0.06954954954956004,1,0,998.9942389392,-1.0057536,0,1,0,0.0,0.0,-2.0115072,-7.0222029,0.0,0.04,0,17,-0.8562634256339162
BUY,117703.6,0.008487372,-1.0057536,0.0,16,2,29,0.0,83.7652035950397,117751.0,117776.58300000001,0.0,0.0084928605,-0.0010057535895218299,0.0021993217267953923,117961.8,117703.6,0.0,1,0,998.9942389392,-1.0057536,0,1,0,0.0,0.0,-3.0172608,-8.0279565,0.0,0.04,0,18,-0.8352482207543825
SELL,117947.4,0.008487372,-1.0634677,0.0,16,2,34,0.0020713045310423173,93.54227564754365,117776.06000000001,117801.688,0.0,0.0084901375,0.0010634677195533635,0.004275181722895606,117961.8,117703.6,0.9442292796281607,0,1,1001.0634602327999,-1.0634677,0,1,0,0.0,0.0,-4.0807285,-9.091424199999999,0.0,0.04,0,19,0.6759416713946513
BUY,117955.3,0.0084777875,0.0,0.4,16,2,39,6.69790092873157e-05,102.68768237282359,117802.7,117812.50200000001,-0.0011292659258955728,0.00848645605,0.001130517958854893,0.0018369441158929201,117961.8,117703.6,0.9748257164988379,1,0,999.99996789875,-0.4,0,1,0,0.00040000001284050044,inf,-4.0807285,-11.592333100000001,0.0,0.04,0,20,-0.12430144647923101
SELL,117955.3,0.0084777875,0.0,0.4,16,2,39,0.0,101.75148156164956,117853.04000000001,117823.31599999999,0.0,0.0084854551,0.002138422274254968,0.0018369441158929201,117955.3,117703.6,1.0,0,1,999.99996789875,-0.4,0,1,0,0.00040000001284050044,inf,-3.0749749,-11.592333100000001,0.0,0.04,0,21,-0.14218864724962774
SELL,117955.3,0.0084777875,0.0,0.4,16,2,39,0.0,109.63774897358893,117903.38,117834.13,0.0,0.008484496650000001,0.002138422274254968,0.0018369441158929201,117955.3,117703.6,1.0,0,1,999.99996789875,-0.4,0,1,0,0.00040000001284050044,inf,-2.0692212999999997,-11.592333100000001,0.0,0.04,0,22,-0.142187512524351
SELL,117955.3,0.0084777875,0.0,0.4,16,2,39,0.0,115.29629655804463,117953.72000000002,117840.795,0.0,0.0084835382,0.002138422274254968,0.0011313676562951138,117955.3,117703.6,1.0,0,1,999.99996789875,-0.4,0,1,0,0.00040000001284050044,inf,-1.0634677,-10.576211099999998,0.0,0.04,0,23,-0.1421863777995381
SELL,118078.1,0.0084777875,-1.0410722,0.0,16,2,40,0.0010410723384197684,134.6305248531404,117979.86000000002,117853.6,0.0,0.00848257975,0.0011081210777008365,0.0021736178302864135,118078.1,117703.6,1.0,0,1,1001.0410402037501,-1.0410722,0,1,0,0.0,0.0,-1.0410722,-10.6011613,0.0,0.04,0,24,0.6386746139093561
SELL,118078.1,0.0084777875,-1.0410722,0.0,16,2,40,0.0,146.632755170554,118004.42000000001,117866.405,0.0,0.0084816213,0.001041072338419748,0.0021736178302864135,118078.1,117703.6,1.0,0,1,1001.0410402037501,-1.0410722,0,1,0,0.0,0.0,-2.0821444,-10.6261115,0.0,0.04,0,25,0.639230907466642
SELL,118078.1,0.0084777875,-1.0410722,0.0,16,2,40,0.0,137.42297600243256,118028.98000000001,117879.50000000003,0.0,0.00848066285,0.001041072338419748,0.0022229540589495224,118078.1,117703.6,1.0,0,1,1001.0410402037501,-1.0410722,0,1,0,0.0,0.0,-3.1232165999999997,-11.6671837,0.0,0.04,0,26,0.6389526474553034
SELL,118296.0,0.0084777875,2.8883822,0.40115535,16,2,50,0.0018453887723464124,150.74860788024026,118097.12,117903.49000000002,0.0,0.0084797044,0.0028883822939706574,0.004072445045757739,118296.0,117703.6,1.0,0,1,1002.8883501,2.48722685,1,0,0,0.0004000000099313149,0.13888582681336287,-0.23483439999999955,-8.7788015,0.1,0.06,1,0,1.9059350434345168
BUY,118577.8,0.008433281,0.0,0.4,16,2,54,0.002382160005410139,203.76088955242696,118221.62,117948.16500000001,-0.005249777727974414,0.0084742953,0.005277422888161872,0.007592346642670262,118577.8,117947.4,1.0,1,0,999.9999077618002,-0.4,0,1,0,0.00040000003689528334,inf,-0.23483439999999955,-7.659260999999999,0.1,0.06,0,1,-0.19409677928760283
BUY,118577.8,0.008433281,0.0,0.4,16,2,54,0.0,248.21089352962605,118321.56000000001,117983.915,0.0,0.008468886200000001,0.0042319447890844875,0.006066375480643596,118577.8,117955.3,1.0,1,0,999.9999077618002,-0.4,0,1,0,0.00040000003689528334,inf,0.8062378000000003,-6.605323599999999,0.1,0.06,0,2,-0.1940962395364419
SELL,118577.8,0.008433281,0.0,0.4,16,2,54,0.0,270.7906128360656,118421.5,118019.66500000001,0.0,0.00846443555,0.0042319447890844875,0.006066375480643596,118577.8,117955.3,1.0,0,1,999.9999077618002,-0.4,0,1,0,0.00040000003689528334,inf,1.8473100000000002,-5.5513862,0.1,0.06,0,3,-0.19409569978528235
SELL,118577.8,0.008433281,0.0,0.4,16,2,54,0.0,276.4691923768165,118521.44000000002,118050.465,0.0,0.0084599849,0.0042319447890844875,0.0052220295044667,118577.8,117955.3,1.0,0,1,999.9999077618002,-0.4,0,1,0,0.00040000003689528334,inf,2.8883822,-4.3155629,0.1,0.06,0,4,-0.1940951600343721
SELL,118700.0,0.008433281,-1.0305469,0.0,17,2,0,0.0010305470332556688,280.98304733394974,118602.24000000002,118094.36000000002,0.0,0.00845553425,0.003415161966592277,0.007451063934524967,118700.0,117955.3,1.0,0,1,1001.0304547000001,-1.0305469,0,1,0,0.0,0.0,-1.0305469,-5.3461098,0.1,0.06,0,5,0.5283438896359021
SELL,118700.0,0.008433281,-1.0305469,0.0,17,2,0,0.0,262.9520372408261,118626.68000000001,118138.255,0.0,0.008451083600000001,0.0010305470332557787,0.007451063934524967,118700.0,118078.1,1.0,0,1,1001.0304547000001,-1.0305469,0,1,0,0.0,0.0,-2.0610938,-6.3766567,0.1,0.06,0,6,0.5121249400945169
BUY,118458.6,0.008433281,-1.0052471,0.0,17,2,6,-0.0020336983993259894,233.1552034356412,118602.84,118170.08,0.0,0.008446632950000001,-0.0010052471879221667,0.005402212318402065,118700.0,118078.1,0.611834700112564,1,0,998.9946606666001,-1.0052471,0,1,0,0.0,0.0,-3.0663409,-7.3819038,0.1,0.06,0,7,-0.9518158775828619
BUY,118458.6,0.008433281,-1.0052471,0.0,17,2,6,0.0,190.68713905305876,118579.0,118201.905,0.0,0.0084421823,-0.0010052471879221667,0.005402212318402065,118700.0,118078.1,0.611834700112564,1,0,998.9946606666001,-1.0052471,0,1,0,0.0,0.0,-4.071588,-8.3871509,0.1,0.06,0,8,-0.9292774307348085
BUY,118329.3,0.008450992,0.0,0.4,17,2,9,-0.001091520581874228,138.22582207799925,118529.3,118233.18999999999,0.002100131609512168,0.00843950275,-0.002095670521800877,0.005315895180776094,118700.0,118296.0,0.08242574257426463,1,0,999.9999676655999,-0.4,0,1,0,0.00040000001293376047,inf,-4.071588,-7.3813973,0.1,0.06,0,9,-0.25156525141171143
BUY,118329.3,0.008450992,0.0,0.4,17,2,9,0.0,132.3628682415874,118455.16,118264.47500000002,0.0,0.0084368232,-0.0031229991575399923,0.005315895180776094,118700.0,118329.3,0.0,1,0,999.9999676655999,-0.4,0,1,0,0.00040000001293376047,inf,-3.0410411,-6.3756436999999995,0.0,0.06,0,10,-0.30013237507940016
SELL,118329.3,0.008450992,0.0,0.4,17,2,9,0.0,144.85766385669697,118381.01999999999,118295.76000000001,0.0,0.008438594300000001,-0.0031229991575399923,0.005315895180776094,118700.0,118329.3,0.0,0,1,999.9999676655999,-0.4,0,1,0,0.00040000001293376047,inf,-2.0104942,-5.369890099999999,0.0,0.06,0,11,-0.35462353450892387
SELL,118329.3,0.008450992,0.0,0.4,17,2,9,0.0,151.9055115678084,118355.16,118314.85499999998,0.0,0.0084403654,-0.0010915205818741983,0.003237884005921358,118700.0,118329.3,0.0,0,1,999.9999676655999,-0.4,0,1,0,0.00040000001293376047,inf,-1.0052471,-4.3064224,0.0,0.06,0,12,-0.35462265338438004
BUY,118207.1,0.008450992,-1.0327113,0.0,17,2,22,-0.0010327112557920737,169.34641714609694,118304.86000000002,118327.44499999999,0.0,0.008442136499999999,-0.002123104612075442,0.0021347069610267865,118700.0,118207.1,0.0,1,0,998.9672564432,-1.0327113,0,1,0,0.0,0.0,-1.0327113,-5.3391337,0.0,0.04,0,13,-1.1739384039004845
BUY,118207.1,0.008450992,-1.0327113,0.0,17,2,22,0.0,176.71273110203646,118280.42,118340.035,0.0,0.0084439076,-0.0010327112557920741,0.0021347069610267865,118700.0,118207.1,0.0,1,0,998.9672564432,-1.0327113,0,1,0,0.0,0.0,-2.0654226,-6.371845,0.0,0.04,0,14,-1.1416869855147536
BUY,118210.0,0.008459521,0.0,0.4,17,2,24,2.453321331796765e-05,151.98658712813506,118256.56000000001,118352.76999999999,0.0010092306323328248,0.0084465316,-0.0010082033781996758,0.002159292545565965,118700.0,118207.1,0.005883546358275945,1,0,999.9999774099999,-0.4,0,1,0,0.00040000000903600027,inf,-2.0654226,-6.371845,0.0,0.04,0,15,-0.2774362875137552
BUY,118210.0,0.008459521,0.0,0.4,17,2,24,0.0,98.16771589794938,118232.7,118365.505,0.0,0.0084491556,-0.0010082033781996758,0.002159292545565965,118458.6,118207.1,0.011530815109320792,1,0,999.9999774099999,-0.4,0,1,0,0.00040000000903600027,inf,-2.0654226,-6.371845,0.0,0.04,0,16,-0.2774361930300145
